Codigo;Hacinamiento;VIvInconv;SanitarioNo;EscolaridadNO;SUbsiNo;NBISi
661120214;4.81;2.75;3.44;2.06;1.37;13.06
661120215;2.55;1.7;1.98;2.83;1.42;9.35
661120216;4.29;6.79;3.21;1.43;0.71;15
661120217;0.89;5.8;0.89;0.45;0.89;8.93
661120218;5.15;23.16;5.88;1.84;0.74;30.15
661120301;14.2;23.15;15.74;4.32;1.85;42.28
661120302;3.19;5.8;2.9;3.19;2.32;15.07
661120303;3.02;2.16;0;0.86;0.43;6.03
661120304;7.24;9.66;0.69;3.79;1.38;18.97
661120305;2.06;4.36;0.23;1.38;0.92;8.26
661120306;3.11;9;1.04;3.11;1.73;15.92
661120307;4.58;7.63;5.34;2.29;0.38;16.79
661120308;9.93;18.89;10.17;5.33;3.15;35.35
661120309;6.28;19.73;2.24;1.79;1.35;27.35
661120310;3.31;3.72;0.41;0.83;1.65;9.5
661120311;1.35;3.6;0.9;0;1.35;6.31
661120312;5.19;6.92;0.35;4.15;0;13.49
661120313;7.41;5.19;2.59;2.96;0.74;15.19
661120314;4.53;5.83;0.65;2.27;0.32;12.62
661120315;3.79;3.21;4.37;3.79;0.87;12.54
661120316;4.4;11.01;0.63;3.46;0.31;17.3
661120401;3.78;7.22;1.72;1.37;0.69;12.71
661120402;3.06;6.11;1.75;0.44;0.87;11.35
661120403;2.18;2.62;1.31;0;0;6.11
661120404;2.01;2.01;0;0.5;0;4.02
661120405;1.07;2.49;5.69;0.36;0.36;9.25
661120406;1.81;5.17;0.52;0.52;0.26;7.75
661120407;1.64;3.62;0;0.66;0.66;5.59
661120408;4.03;4.32;0;0.58;0.29;8.65
661120409;1.91;1.53;0;0;0.38;3.82
661120410;1.29;4.31;0;1.72;1.72;8.19
661120411;2.6;3.46;1.3;3.03;0.87;10.39
661120412;2.28;3.04;0.76;1.52;0.38;6.84
661120413;0.89;3.55;0;0.3;0.59;5.33
661120414;0.5;4.98;0.5;0.5;0;5.97
661120415;1.39;5.92;0;0.35;0.7;8.36
661120416;7.98;5.46;1.26;1.26;1.26;15.13
661120417;2.62;14.85;1.75;1.31;1.31;20.52
661190101;0;0.93;13.89;0.93;1.85;17.59
661190102;0;0;5.49;1.65;2.2;8.79
661190103;4.24;0;15.25;0;0;19.49
661190104;5.26;0;9.21;1.32;0;15.79
661190105;4.59;1.83;0.92;0;0.92;8.26
661190106;5.04;3.36;0.84;0.84;0;8.4
661190107;0.89;1.79;0;0;0;2.68
661190201;6.16;0;21.23;2.05;0.68;26.03
661190202;13.11;3.28;6.56;0;1.64;19.67
661190203;5.97;0;11.94;0;1.49;16.42
661190204;3.74;0;18.69;1.87;2.8;25.23
661190205;4.72;3.94;1.57;0;0;9.45
661190206;7.91;2.79;0.47;1.4;0;12.09
661260101;0;0;0;0;0;0
661260102;7.89;48.42;10.53;2.11;2.11;60
661260103;5.71;52.38;4.76;4.05;2.14;59.76
661260104;6.25;20.63;10;0;3.13;36.25
661260105;9.23;23.85;6.15;1.28;1.03;35.38
661260106;4.49;30.92;0.5;1.5;2.24;36.16
661260201;0.96;1.92;10.58;0.96;0;12.5
661260202;4.35;10.87;6.52;0;0;21.74
661260203;1.57;0.79;7.87;0.79;0.79;11.02
661260204;13.33;16.67;3.33;0;0;33.33
661260205;9.64;18.15;8.32;1.89;1.7;31.95
661260206;11.04;0.63;1.26;1.26;5.05;17.98
661260207;2.61;8.96;1.87;1.49;0.75;14.93
661260208;11.17;1.06;8.51;0;0.53;19.15
661260209;2.89;9.25;3.47;0.58;0.58;15.61
661260210;4.11;0;7.53;0;1.37;11.64
661260301;8.38;43.11;4.79;2.99;2.4;53.29
661260302;2.35;8.92;0.94;7.04;0.47;16.9
661260303;1.76;5;3.24;0.29;0.88;10.59
661260304;5.33;2.87;3.28;0.41;0.82;11.48
661260401;12.63;33.68;3.16;11.58;0;48.42
661260402;8.46;5.38;0;13.08;1.54;24.62
661260403;4;3.2;3.2;5.6;0.8;13.6
661260404;2.44;26.83;4.88;7.32;0;34.15
661260405;12.12;5.19;11.26;4.76;2.6;29.87
661260406;8.61;19.87;3.31;3.31;1.99;31.13
661260407;29.41;94.12;14.71;5.88;5.88;97.06
661260408;8.33;22.92;8.85;5.21;3.65;39.06
661260409;7.98;29.66;3.8;5.32;3.8;43.73
661260410;12.43;14.05;8.65;8.11;7.57;40
661260501;0;0;0;0;0;0
661260502;1.47;4.41;1.47;1.47;0;8.82
661260503;0;100;0;14.29;0;100
661260504;4.2;9.24;0;5.04;2.52;14.29
661260505;3.95;3.95;0;1.32;1.32;9.21
661260601;14.86;24.32;7.43;9.46;3.38;46.62
661260602;2.04;4.08;12.24;12.24;0;26.53
661260603;3.14;4.71;6.28;5.76;0.52;14.66
661260604;3.13;1.56;7.81;4.69;4.69;20.31
661260605;3.61;8.43;10.84;3.61;3.61;24.1
661260606;13.64;13.64;0;9.09;0;31.82
661260607;8;0;4;4;4;12
661260608;0;0;0;11.11;0;11.11
661260701;9.54;4.9;0.82;3.81;3.54;19.62
661260702;2.9;16.81;0.58;0.29;0;20.29
661260703;4.17;11.98;1.3;0.78;1.04;17.71
661260704;10.21;2.82;1.06;3.17;4.23;18.66
661260705;8.68;5.53;2.37;2.63;4.74;21.84
661260706;7.35;2.21;2.45;2.7;2.45;14.46
661260707;2.86;5.31;1.22;0.41;2.04;11.43
661260708;2.88;4.12;0.82;2.06;0.41;10.29
661260709;2.89;6.2;0;1.24;0.41;9.5
661260710;1.75;8.74;0;1.05;0;10.14
661260711;0.31;2.48;0.31;0.62;0;3.73
661260712;5.57;6.97;3.14;2.44;1.05;17.07
661260713;4.07;29.26;1.48;4.44;2.96;38.52
661260801;1.39;8.91;1.11;0.28;0.56;11.98
661260802;2.24;12.61;1.12;0.28;0.28;15.41
661260803;4.52;0.53;1.86;1.06;1.6;9.57
661260804;2.53;5.91;1.69;0;0.42;9.28
661260805;3.53;4.59;0.71;1.06;0;9.19
661260806;0.87;4.96;0;2.33;0.29;7.87
661260807;0.95;3.81;0;0;0.32;5.08
661260808;1.18;0.39;0.39;0.39;0.79;2.76
661260809;2.12;2.12;1.06;1.59;0.53;7.41
661260810;4.49;0.37;1.5;1.12;0.75;7.87
661260811;3.06;10.58;2.51;0.56;1.67;16.71
661260812;1.42;19.94;1.42;0.85;1.14;22.51
661260901;0;53.04;0;2.43;0.81;53.85
661260902;0.33;27.24;0.33;1.33;0.66;29.24
661260903;1.91;20.23;0.76;1.91;0.38;23.66
661260904;2.13;33.33;0.71;1.06;0.71;37.59
661260905;7.5;22.92;5.42;2.08;0.42;31.25
661260906;4.18;3.34;1.11;2.23;1.67;11.14
661260907;5.97;0.3;3.58;1.79;1.79;12.54
661260908;11.51;0.51;9.46;2.05;1.28;21.99
661260909;8.7;31.64;9.18;4.35;1.45;45.17
661260910;7.36;9.26;7.9;3.81;0.82;24.8
661260911;5.18;14.02;4.88;3.66;0.61;25
661261001;0.96;14.83;0.96;1.91;0.48;17.7
661261002;1.27;5.08;0.42;1.27;0.42;8.47
661261003;4.29;4.29;2.15;1.72;0.86;11.59
661261004;2.08;9.58;1.67;2.5;1.67;17.08
661261005;2.87;3.82;0;1.27;1.27;8.92
661261006;4.74;2.77;0;1.19;0.79;8.7
661261007;3.83;3.4;0.85;2.55;0.43;11.06
661261008;6.1;12.5;1.83;2.13;2.13;21.95
661261009;3.35;13.01;1.86;1.49;2.23;19.7
661261010;3.37;2.69;1.01;3.03;1.01;10.44
661261011;3.02;12.56;1.4;1.86;1.4;18.6
661261012;3.06;1.31;0.87;3.06;2.18;8.73
661261013;0.48;2.39;0;2.39;1.44;6.7
661261014;1.55;8.76;0;2.58;0;12.37
661261015;4.29;1.72;2.15;0;0.43;7.3
661261101;3.95;2.74;0.61;1.22;1.82;10.03
661261102;1.53;12.21;0;0.76;0.25;14.25
661261103;8.61;2.97;2.97;2.67;1.48;16.32
661261104;8.07;0.45;2.69;3.59;2.69;15.25
661261105;5.23;0.31;3.69;2.77;2.46;14.15
661261106;4.78;22.53;3.41;2.05;0.34;31.4
661261107;2.94;3.43;5.39;1.96;0.98;13.73
661261108;2.32;3.86;0.77;1.93;0.77;8.49
661261109;5.16;41.31;0.94;2.35;0.47;47.42
661261110;1.61;34.68;0.4;2.42;0.4;38.31
661261201;7.6;5.2;4.4;4.8;1.6;20.4
661261202;1.85;1.85;2.31;3.24;2.31;10.65
661261203;2.11;7.25;0;0.6;0.91;10.57
661261204;4.21;5.79;1.05;1.05;1.05;10.53
661261205;4.17;6.67;0.42;0.42;0;10.42
661261206;2.17;7.76;0.62;2.48;0.62;12.73
661261207;0;11.73;0;0.31;0;11.73
661261208;5.44;9.52;3.74;2.72;2.04;21.77
661261209;5.28;5.63;5.28;1.41;2.46;18.66
661261210;5.65;3.99;3.65;2.66;0.66;15.28
661261211;3.21;5.43;2.72;1.48;0.74;12.35
661261212;3.93;5.5;0.52;0.79;3.14;12.3
661261213;0.61;2.42;0;1.21;0;4.24
661261214;2.23;4.7;0.74;1.98;0.25;9.16
661261215;3.23;2.93;1.47;0.29;1.47;8.8
661261216;5.03;17.16;0.59;0.89;0.59;23.37
661261217;1.64;29.28;0.66;0.99;0.33;31.58
661261301;4.73;7.57;4.73;1.89;0.63;15.46
661261302;2.82;3.63;2.02;2.82;1.21;9.68
661261303;0.47;0.94;0;1.42;0.47;3.3
661261304;0.47;1.89;0;0;0;2.36
661261305;1.87;5.92;0.31;0.31;1.25;8.1
661261306;3.35;6.19;2.32;0.52;0.52;9.54
661261307;4.87;7.95;1.28;2.56;2.05;17.18
661261308;4.23;13.29;3.63;0.6;0.6;19.64
661261309;5.17;32.76;4.83;0;0.34;36.55
661261310;6.85;9.82;2.68;1.19;1.19;18.45
661261311;7.78;10.18;4.19;1.2;1.2;21.26
661261401;9.32;7.63;9.32;2.54;1.69;27.12
661261402;3.16;8.91;0.29;1.44;0.86;12.36
661261403;7.98;6.38;1.6;3.19;2.13;20.21
661261404;8.56;2.33;3.11;3.11;2.72;18.29
661261405;10.27;23.19;5.7;7.22;4.56;41.44
661261406;7.08;6.8;11.61;5.1;2.55;26.91
661261407;14.04;11.06;17.45;1.28;2.55;41.7
661261408;15.75;0;3.77;7.19;2.05;24.66
661261409;9.94;11.18;8.07;1.24;6.21;31.06
661261410;12.7;7.14;2.38;2.78;3.57;25.4
661261411;10.38;9.43;4.72;6.6;3.46;29.87
661261412;3.41;9.6;0.93;0.31;2.79;15.79
661261413;2.74;6.99;3.04;2.13;2.13;13.68
661261501;9.96;7.47;9.96;2.9;4.15;30.29
661261502;3.26;0.54;3.26;1.09;0;7.61
661261503;4.8;7.73;1.33;1.87;1.87;16.8
661261504;1.79;15.18;1.34;1.79;3.13;20.98
661261505;1.28;6.41;0.43;1.71;2.56;11.11
661261506;1.92;23.64;1.6;2.88;0.96;29.39
661261507;1.3;4.76;3.03;0.43;1.3;9.52
661261508;5.34;8.4;8.4;4.2;1.53;24.43
661261509;6.57;5.56;2.02;1.01;3.03;15.15
661261510;0.47;1.9;1.42;1.42;2.84;6.64
661261511;5.76;15.71;0.52;1.05;1.05;23.04
661261512;3.52;6.53;2.51;0.5;1.51;12.56
661261513;3.96;2.88;2.16;2.52;1.08;11.15
